29.4814,17.6887,28.0073
29.4814,17.6887,28.0073
29.4814,17.6887,28.0073
15.0086,7.5043,15.0086
17.4268,12.8408,12.8408
0.0000,0.0000,0.0000
16.5096,12.3823,13.2077
31.4467,16.7060,37.3429
22.5131,4.5027,25.5149
15.2865,13.2484,9.1719
20.0790,13.3860,17.8480
14.0934,9.3956,12.0801
14.7406,11.7925,8.8443
14.3560,10.0492,16.8683
23.2826,16.9328,17.9911
31.4467,16.7060,37.3429
31.4467,16.7060,37.3429
31.0766,16.5094,36.9035
31.0766,16.5094,36.9035
32.1018,14.6751,45.8598
15.1003,13.0869,9.0603
13.8941,15.5287,14.7114
19.8727,10.7008,22.9301
11.4090,17.4490,16.7779
31.4467,16.7060,37.3429
22.9879,16.7184,17.7633
22.7305,5.9816,29.9085
19.6988,19.6988,25.3270
36.9295,28.2402,31.4986
21.5666,14.1299,23.7977
22.9299,18.8537,20.8917
16.2925,15.2064,8.6895
26.3811,10.2120,27.2321
24.6194,11.5856,15.9302
13.7578,13.7578,10.8097
32.3013,8.9727,17.0479
21.9430,6.2694,25.0777
23.2826,16.9328,17.9911
24.6194,11.5856,14.4820
13.6241,8.8156,8.8156
